X	Y	Dlc	r²	Standard-Error	y-intercept	Local-Fractal-Dimension	r²	Standard-Error	y-intercept
25.0	712.0	1.3019	0.9839	0.1623	8.9004	1.3019	0.9839	0.1623	8.9004	
25.0	713.0	1.3075	0.9838	0.1636	8.9649	1.3075	0.9838	0.1636	8.9649	
25.0	714.0	1.2992	0.9886	0.1357	8.9616	1.2992	0.9886	0.1357	8.9616	
25.0	715.0	1.2854	0.991	0.1193	8.9236	1.2854	0.991	0.1193	8.9236	
25.0	716.0	1.2494	0.998	0.0546	8.7733	1.2494	0.998	0.0546	8.7733	
25.0	717.0	1.2782	0.9969	0.0692	8.9427	1.2782	0.9969	0.0692	8.9427	
25.0	718.0	1.2936	0.9961	0.079	9.019	1.2936	0.9961	0.079	9.019	
25.0	719.0	1.3344	0.9883	0.1416	9.1582	1.3344	0.9883	0.1416	9.1582	
25.0	720.0	1.3511	0.9769	0.2021	9.1873	1.3511	0.9769	0.2021	9.1873	
25.0	721.0	1.3484	0.9682	0.2381	9.1586	1.3484	0.9682	0.2381	9.1586	
25.0	722.0	1.3401	0.9836	0.1686	9.1508	1.3401	0.9836	0.1686	9.1508	
25.0	723.0	1.3134	0.9931	0.1064	9.0754	1.3134	0.9931	0.1064	9.0754	
25.0	724.0	1.2352	0.9952	0.0835	8.7561	1.2352	0.9952	0.0835	8.7561	
25.0	725.0	1.2078	0.9928	0.1004	8.592	1.2078	0.9928	0.1004	8.592	
25.0	1018.0	0.9626	0.9337	0.2497	7.0752	0.9626	0.9337	0.2497	7.0752	
25.0	1019.0	0.9626	0.9337	0.2497	7.0752	0.9626	0.9337	0.2497	7.0752	
26.0	154.0	1.0245	0.9966	0.0581	7.1944	1.0245	0.9966	0.0581	7.1944	
26.0	254.0	1.173	0.9879	0.1265	8.3256	1.173	0.9879	0.1265	8.3256	
26.0	401.0	1.1456	0.9955	0.0749	8.098	1.1456	0.9955	0.0749	8.098	
26.0	402.0	1.1456	0.9955	0.0749	8.098	1.1456	0.9955	0.0749	8.098	
26.0	501.0	1.1569	0.9914	0.1048	8.2391	1.1569	0.9914	0.1048	8.2391	
26.0	544.0	1.2644	0.9964	0.0742	8.9458	1.2644	0.9964	0.0742	8.9458	
26.0	545.0	1.2885	0.9961	0.0786	9.0488	1.2885	0.9961	0.0786	9.0488	
26.0	551.0	1.2737	0.9816	0.1698	8.8071	1.2737	0.9816	0.1698	8.8071	
26.0	552.0	1.2525	0.9867	0.1417	8.6945	1.2525	0.9867	0.1417	8.6945	
26.0	553.0	1.2311	0.9951	0.084	8.5839	1.2311	0.9951	0.084	8.5839	
26.0	554.0	1.2156	0.9941	0.0909	8.508	1.2156	0.9941	0.0909	8.508	
26.0	557.0	1.184	0.9934	0.0937	8.3451	1.184	0.9934	0.0937	8.3451	
26.0	558.0	1.1696	0.9915	0.1055	8.2583	1.1696	0.9915	0.1055	8.2583	
26.0	559.0	1.1763	0.9819	0.1557	8.2485	1.1763	0.9819	0.1557	8.2485	
26.0	560.0	1.1242	0.9844	0.1378	7.9524	1.1242	0.9844	0.1378	7.9524	
26.0	561.0	1.0942	0.9914	0.0994	7.7316	1.0942	0.9914	0.0994	7.7316	
26.0	717.0	1.227	0.9857	0.144	8.7786	1.227	0.9857	0.144	8.7786	
26.0	725.0	1.2158	0.9938	0.0933	8.6412	1.2158	0.9938	0.0933	8.6412	
26.0	726.0	1.1917	0.991	0.1104	8.495	1.1917	0.991	0.1104	8.495	
26.0	1019.0	0.9916	0.9434	0.2365	7.2582	0.9916	0.9434	0.2365	7.2582	
26.0	1020.0	0.997	0.9561	0.208	7.263	0.997	0.9561	0.208	7.263	
27.0	154.0	0.9885	0.9915	0.0889	7.0442	0.9885	0.9915	0.0889	7.0442	
27.0	215.0	1.0053	0.9842	0.1238	7.0422	1.0053	0.9842	0.1238	7.0422	
27.0	254.0	1.2156	0.9912	0.1112	8.5802	1.2156	0.9912	0.1112	8.5802	
27.0	401.0	1.1245	0.9901	0.1093	8.0112	1.1245	0.9901	0.1093	8.0112	
27.0	495.0	1.0832	0.8774	0.3943	7.1848	1.0832	0.8774	0.3943	7.1848	
27.0	496.0	1.1338	0.93	0.3029	7.6978	1.1338	0.93	0.3029	7.6978	
27.0	497.0	1.2084	0.9748	0.1893	8.2595	1.2084	0.9748	0.1893	8.2595	
27.0	498.0	1.2478	0.9872	0.1384	8.5839	1.2478	0.9872	0.1384	8.5839	
27.0	499.0	1.241	0.9867	0.1404	8.6357	1.241	0.9867	0.1404	8.6357	
27.0	500.0	1.1905	0.9901	0.1158	8.4331	1.1905	0.9901	0.1158	8.4331	
27.0	501.0	1.1618	0.9913	0.1059	8.2776	1.1618	0.9913	0.1059	8.2776	
27.0	502.0	1.185	0.9988	0.0393	8.3273	1.185	0.9988	0.0393	8.3273	
27.0	545.0	1.2747	0.9954	0.0842	9.0259	1.2747	0.9954	0.0842	9.0259	
27.0	548.0	1.2987	0.9962	0.0776	9.066	1.2987	0.9962	0.0776	9.066	
27.0	549.0	1.2957	0.9977	0.0611	9.0159	1.2957	0.9977	0.0611	9.0159	
27.0	550.0	1.2947	0.9899	0.1276	8.9679	1.2947	0.9899	0.1276	8.9679	
27.0	551.0	1.2839	0.9793	0.1815	8.8671	1.2839	0.9793	0.1815	8.8671	
27.0	561.0	1.0808	0.993	0.0886	7.6291	1.0808	0.993	0.0886	7.6291	
27.0	562.0	1.0358	0.9874	0.114	7.314	1.0358	0.9874	0.114	7.314	
27.0	563.0	1.0189	0.9815	0.1361	7.0683	1.0189	0.9815	0.1361	7.0683	
27.0	564.0	1.0175	0.9458	0.237	6.8349	1.0175	0.9458	0.237	6.8349	
27.0	716.0	1.2412	0.9809	0.1685	8.8811	1.2412	0.9809	0.1685	8.8811	
27.0	717.0	1.2744	0.9931	0.1032	8.9706	1.2744	0.9931	0.1032	8.9706	
27.0	726.0	1.2034	0.9922	0.1038	8.5678	1.2034	0.9922	0.1038	8.5678	
27.0	727.0	1.185	0.9908	0.1113	8.4502	1.185	0.9908	0.1113	8.4502	
27.0	1020.0	1.0215	0.964	0.1921	7.4132	1.0215	0.964	0.1921	7.4132	
27.0	1021.0	1.0526	0.9842	0.1298	7.5121	1.0526	0.9842	0.1298	7.5121	
28.0	154.0	1.0029	0.9919	0.0885	7.1287	1.0029	0.9919	0.0885	7.1287	
28.0	155.0	1.0029	0.9919	0.0885	7.1287	1.0029	0.9919	0.0885	7.1287	
28.0	215.0	0.9694	0.9747	0.1519	6.8919	0.9694	0.9747	0.1519	6.8919	
28.0	216.0	0.9968	0.9494	0.224	7.2203	0.9968	0.9494	0.224	7.2203	
28.0	217.0	1.109	0.9832	0.1412	7.8805	1.109	0.9832	0.1412	7.8805	
28.0	222.0	1.1505	0.997	0.0618	7.981	1.1505	0.997	0.0618	7.981	
28.0	223.0	1.1227	0.9929	0.0925	7.7437	1.1227	0.9929	0.0925	7.7437	
28.0	253.0	1.2386	0.9973	0.0632	8.6713	1.2386	0.9973	0.0632	8.6713	
28.0	254.0	1.2555	0.9946	0.0899	8.7912	1.2555	0.9946	0.0899	8.7912	
28.0	400.0	1.1409	0.9945	0.0828	8.0798	1.1409	0.9945	0.0828	8.0798	
28.0	401.0	1.1409	0.9945	0.0828	8.0798	1.1409	0.9945	0.0828	8.0798	
28.0	502.0	1.1862	0.9976	0.0561	8.3596	1.1862	0.9976	0.0561	8.3596	
28.0	545.0	1.2961	0.9973	0.0661	9.0929	1.2961	0.9973	0.0661	9.0929	
28.0	546.0	1.2771	0.9917	0.1138	9.0767	1.2771	0.9917	0.1138	9.0767	
28.0	547.0	1.2825	0.9916	0.115	9.1126	1.2825	0.9916	0.115	9.1126	
28.0	548.0	1.3139	0.9959	0.0825	9.1954	1.3139	0.9959	0.0825	9.1954	
28.0	714.0	1.3383	0.9838	0.1673	9.3846	1.3383	0.9838	0.1673	9.3846	
28.0	715.0	1.2832	0.9863	0.1472	9.1112	1.2832	0.9863	0.1472	9.1112	
28.0	716.0	1.2951	0.9886	0.1356	9.0689	1.2951	0.9886	0.1356	9.0689	
28.0	727.0	1.1995	0.9918	0.1059	8.5434	1.1995	0.9918	0.1059	8.5434	
28.0	728.0	1.1807	0.9914	0.1071	8.4148	1.1807	0.9914	0.1071	8.4148	
28.0	805.0	0.9976	0.9813	0.1342	6.8726	0.9976	0.9813	0.1342	6.8726	
28.0	1021.0	1.0714	0.9886	0.1118	7.6255	1.0714	0.9886	0.1118	7.6255	
29.0	155.0	1.0416	0.9888	0.1081	7.358	1.0416	0.9888	0.1081	7.358	
29.0	215.0	1.0053	0.9842	0.1238	7.0422	1.0053	0.9842	0.1238	7.0422	
29.0	217.0	1.1146	0.9841	0.1381	7.9133	1.1146	0.9841	0.1381	7.9133	
29.0	218.0	1.1529	0.9859	0.1343	8.2057	1.1529	0.9859	0.1343	8.2057	
29.0	219.0	1.1935	0.9829	0.1532	8.4276	1.1935	0.9829	0.1532	8.4276	
29.0	222.0	1.1211	0.9903	0.108	7.9757	1.1211	0.9903	0.108	7.9757	
29.0	253.0	1.2394	0.9915	0.1116	8.7143	1.2394	0.9915	0.1116	8.7143	
29.0	400.0	1.113	0.9879	0.1199	7.9633	1.113	0.9879	0.1199	7.9633	
29.0	502.0	1.1902	0.9966	0.0678	8.3958	1.1902	0.9966	0.0678	8.3958	
29.0	546.0	1.2504	0.9888	0.1295	8.9376	1.2504	0.9888	0.1295	8.9376	
29.0	713.0	1.334	0.9876	0.1452	9.3691	1.334	0.9876	0.1452	9.3691	
29.0	714.0	1.3055	0.9911	0.1203	9.2187	1.3055	0.9911	0.1203	9.2187	
29.0	728.0	1.1917	0.991	0.1104	8.495	1.1917	0.991	0.1104	8.495	
29.0	729.0	1.1782	0.993	0.0964	8.38	1.1782	0.993	0.0964	8.38	
29.0	805.0	0.9224	0.9597	0.184	6.723	0.9224	0.9597	0.184	6.723	
29.0	1021.0	1.1194	0.9962	0.067	7.8028	1.1194	0.9962	0.067	7.8028	
30.0	155.0	1.1398	0.9864	0.1303	7.8815	1.1489	0.9829	0.1476	7.9349	
30.0	219.0	1.2226	0.983	0.1567	8.6163	1.2226	0.983	0.1567	8.6163	
30.0	220.0	1.2046	0.9776	0.1773	8.5652	1.2046	0.9776	0.1773	8.5652	
30.0	221.0	1.1641	0.9824	0.1517	8.3472	1.1641	0.9824	0.1517	8.3472	
30.0	222.0	1.181	0.9954	0.0785	8.3399	1.181	0.9954	0.0785	8.3399	
30.0	252.0	1.2569	0.9975	0.0607	8.7844	1.2569	0.9975	0.0607	8.7844	
30.0	253.0	1.2605	0.9972	0.0653	8.8069	1.2605	0.9972	0.0653	8.8069	
30.0	399.0	1.113	0.9879	0.1199	7.9633	1.113	0.9879	0.1199	7.9633	
30.0	400.0	1.1409	0.9945	0.0828	8.0798	1.1409	0.9945	0.0828	8.0798	
30.0	502.0	1.2035	0.9969	0.0657	8.4604	1.2035	0.9969	0.0657	8.4604	
30.0	503.0	1.188	0.9988	0.0408	8.3495	1.188	0.9988	0.0408	8.3495	
30.0	545.0	1.2738	0.9979	0.0571	8.9409	1.2738	0.9979	0.0571	8.9409	
30.0	546.0	1.2919	0.9951	0.0886	9.0819	1.2919	0.9951	0.0886	9.0819	
30.0	712.0	1.3241	0.9889	0.1367	9.2997	1.3241	0.9889	0.1367	9.2997	
30.0	713.0	1.3104	0.9924	0.1114	9.2223	1.3104	0.9924	0.1114	9.2223	
30.0	729.0	1.185	0.9908	0.1113	8.4502	1.185	0.9908	0.1113	8.4502	
30.0	730.0	1.1991	0.9973	0.0605	8.4495	1.1991	0.9973	0.0605	8.4495	
30.0	804.0	1.041	0.9924	0.0887	7.318	1.041	0.9924	0.0887	7.318	
30.0	805.0	0.9671	0.9583	0.1965	7.0538	0.9671	0.9583	0.1965	7.0538	
30.0	806.0	0.9671	0.9583	0.1965	7.0538	0.9671	0.9583	0.1965	7.0538	
30.0	1021.0	1.1203	0.9968	0.0622	7.7555	1.1203	0.9968	0.0622	7.7555	
31.0	101.0	0.8534	0.9749	0.1332	5.806	0.8534	0.9749	0.1332	5.806	
31.0	155.0	1.2349	0.9757	0.1896	8.4323	1.2349	0.9757	0.1896	8.4323	
31.0	222.0	1.2123	0.9916	0.1089	8.5575	1.2123	0.9916	0.1089	8.5575	
31.0	252.0	1.2132	0.9935	0.0954	8.5808	1.2132	0.9935	0.0954	8.5808	
31.0	398.0	1.1604	0.9954	0.0771	8.1946	1.1604	0.9954	0.0771	8.1946	
31.0	399.0	1.1278	0.9891	0.1152	8.0509	1.1278	0.9891	0.1152	8.0509	
31.0	503.0	1.1729	0.9924	0.1	8.3014	1.1729	0.9924	0.1	8.3014	
31.0	545.0	1.2507	0.9949	0.0868	8.8034	1.2507	0.9949	0.0868	8.8034	
31.0	711.0	1.2952	0.9879	0.1396	9.1139	1.2952	0.9879	0.1396	9.1139	
31.0	712.0	1.2931	0.9907	0.122	9.0939	1.2931	0.9907	0.122	9.0939	
31.0	730.0	1.1807	0.9914	0.1071	8.4148	1.1807	0.9914	0.1071	8.4148	
31.0	806.0	1.0027	0.9521	0.2189	7.3185	1.0027	0.9521	0.2189	7.3185	
31.0	807.0	1.0362	0.9694	0.1791	7.4506	1.0362	0.9694	0.1791	7.4506	
31.0	1021.0	1.099	0.9958	0.0697	7.6015	1.099	0.9958	0.0697	7.6015	
32.0	101.0	0.8499	0.9896	0.0849	5.9772	0.8499	0.9896	0.0849	5.9772	
32.0	155.0	1.308	0.9703	0.2227	8.8848	1.308	0.9703	0.2227	8.8848	
32.0	222.0	1.2369	0.9916	0.1111	8.7328	1.2369	0.9916	0.1111	8.7328	
32.0	251.0	1.1854	0.991	0.1098	8.4383	1.1854	0.991	0.1098	8.4383	
32.0	252.0	1.1904	0.9966	0.0679	8.3816	1.1904	0.9966	0.0679	8.3816	
32.0	398.0	1.1557	0.9902	0.1121	8.2164	1.1557	0.9902	0.1121	8.2164	
32.0	503.0	1.1973	0.9965	0.0694	8.4082	1.1973	0.9965	0.0694	8.4082	
32.0	504.0	1.1801	0.9967	0.0656	8.3024	1.1801	0.9967	0.0656	8.3024	
32.0	544.0	1.2466	0.9983	0.0494	8.6954	1.2466	0.9983	0.0494	8.6954	
32.0	545.0	1.2656	0.9973	0.0636	8.8125	1.2656	0.9973	0.0636	8.8125	
32.0	710.0	1.2435	0.9849	0.15	8.7921	1.2435	0.9849	0.15	8.7921	
32.0	711.0	1.2577	0.9898	0.1245	8.8521	1.2577	0.9898	0.1245	8.8521	
32.0	730.0	1.2149	0.9979	0.054	8.5485	1.2192	0.9983	0.0497	8.574	
32.0	731.0	1.1782	0.993	0.0964	8.38	1.187	0.9938	0.091	8.4318	
32.0	807.0	1.0443	0.9622	0.2016	7.5828	1.0443	0.9622	0.2016	7.5828	
32.0	1021.0	1.0701	0.9961	0.0655	7.4166	1.0701	0.9961	0.0655	7.4166	
33.0	101.0	0.8762	0.9852	0.1047	6.2231	0.8762	0.9852	0.1047	6.2231	
33.0	155.0	1.3635	0.978	0.1992	9.2732	1.3635	0.978	0.1992	9.2732	
33.0	222.0	1.2792	0.9956	0.0832	8.9423	1.2792	0.9956	0.0832	8.9423	
33.0	223.0	1.2244	0.9951	0.0839	8.6671	1.2244	0.9951	0.0839	8.6671	
33.0	250.0	1.1631	0.9872	0.1288	8.3176	1.1631	0.9872	0.1288	8.3176	
33.0	251.0	1.1396	0.9887	0.1185	8.1395	1.1396	0.9887	0.1185	8.1395	
33.0	397.0	1.214	0.9971	0.0642	8.5182	1.214	0.9971	0.0642	8.5182	
33.0	398.0	1.2015	0.9973	0.0611	8.4422	1.2015	0.9973	0.0611	8.4422	
33.0	504.0	1.1594	0.99	0.1134	8.2138	1.1594	0.99	0.1134	8.2138	
33.0	544.0	1.2294	0.9967	0.0685	8.5767	1.2294	0.9967	0.0685	8.5767	
33.0	708.0	1.0751	0.9779	0.1573	7.6931	1.156	0.9745	0.1821	8.1686	
33.0	709.0	1.1601	0.972	0.1917	8.2782	1.1601	0.972	0.1917	8.2782	
33.0	710.0	1.2152	0.9891	0.1244	8.5393	1.2152	0.9891	0.1244	8.5393	
33.0	731.0	1.1927	0.9939	0.091	8.46	1.1927	0.9939	0.091	8.46	
33.0	732.0	1.2288	0.9984	0.0482	8.6254	1.2288	0.9984	0.0482	8.6254	
33.0	807.0	1.1097	0.9779	0.1623	7.9205	1.1097	0.9779	0.1623	7.9205	
33.0	808.0	1.0816	0.9753	0.1676	7.794	1.0816	0.9753	0.1676	7.794	
33.0	1021.0	1.044	0.9972	0.0537	7.255	1.044	0.9972	0.0537	7.255	
34.0	101.0	0.8928	0.9608	0.1756	6.3742	0.8928	0.9608	0.1756	6.3742	
34.0	155.0	1.3676	0.9911	0.1262	9.4106	1.3676	0.9911	0.1262	9.4106	
34.0	223.0	1.2478	0.9957	0.0802	8.7968	1.2478	0.9957	0.0802	8.7968	
34.0	224.0	1.2269	0.9954	0.0813	8.6642	1.2269	0.9954	0.0813	8.6642	
34.0	249.0	1.1518	0.9837	0.1444	8.2547	1.1518	0.9837	0.1444	8.2547	
34.0	250.0	1.124	0.9838	0.1406	8.0664	1.124	0.9838	0.1406	8.0664	
34.0	397.0	1.2164	0.993	0.0992	8.5685	1.2164	0.993	0.0992	8.5685	
34.0	504.0	1.1741	0.9951	0.0799	8.2653	1.1741	0.9951	0.0799	8.2653	
34.0	505.0	1.165	0.9955	0.0759	8.2115	1.165	0.9955	0.0759	8.2115	
34.0	544.0	1.2001	0.9959	0.0749	8.393	1.2001	0.9959	0.0749	8.393	
34.0	707.0	0.9997	0.9685	0.1756	7.2537	0.9997	0.9685	0.1756	7.2537	
34.0	708.0	1.0472	0.97	0.1794	7.5766	1.0472	0.97	0.1794	7.5766	
34.0	732.0	1.1952	0.9919	0.105	8.484	1.1952	0.9919	0.105	8.484	
34.0	757.0	0.9186	0.9716	0.1528	6.6331	0.9186	0.9716	0.1528	6.6331	
34.0	758.0	0.8697	0.9704	0.1479	6.3005	0.8697	0.9704	0.1479	6.3005	
34.0	759.0	0.8661	0.9929	0.0712	6.1442	0.8661	0.9929	0.0712	6.1442	
34.0	760.0	0.8836	0.9843	0.1088	6.0341	0.8836	0.9843	0.1088	6.0341	
34.0	808.0	1.1051	0.9805	0.1519	7.9318	1.1051	0.9805	0.1519	7.9318	
34.0	809.0	1.1304	0.9885	0.1188	8.0279	1.1304	0.9885	0.1188	8.0279	
34.0	1021.0	1.0228	0.9986	0.0372	7.1269	1.0228	0.9986	0.0372	7.1269	
35.0	101.0	0.8882	0.9358	0.2264	6.3949	0.8882	0.9358	0.2264	6.3949	
35.0	155.0	1.2836	0.9952	0.0868	9.0935	1.2836	0.9952	0.0868	9.0935	
35.0	224.0	1.231	0.9918	0.1088	8.7074	1.231	0.9918	0.1088	8.7074	
35.0	225.0	1.2573	0.9971	0.0655	8.7937	1.2573	0.9971	0.0655	8.7937	
35.0	248.0	1.1537	0.9854	0.1367	8.2623	1.1537	0.9854	0.1367	8.2623	
35.0	249.0	1.124	0.9838	0.1406	8.0664	1.124	0.9838	0.1406	8.0664	
35.0	396.0	1.28	0.9969	0.0692	8.9254	1.28	0.9969	0.0692	8.9254	
35.0	397.0	1.2592	0.9973	0.0639	8.794	1.2592	0.9973	0.0639	8.794	
35.0	505.0	1.1337	0.9892	0.1151	8.0643	1.1337	0.9892	0.1151	8.0643	
35.0	543.0	1.1638	0.9969	0.0628	8.1742	1.1638	0.9969	0.0628	8.1742	
35.0	544.0	1.1638	0.9969	0.0628	8.1742	1.1638	0.9969	0.0628	8.1742	
35.0	705.0	0.9644	0.9985	0.0369	6.765	0.9644	0.9985	0.0369	6.765	
35.0	706.0	0.9532	0.9678	0.1694	6.9072	0.9532	0.9678	0.1694	6.9072	
35.0	707.0	1.0276	0.9798	0.1437	7.3702	1.0276	0.9798	0.1437	7.3702	
35.0	732.0	1.2211	0.9981	0.0512	8.5783	1.2211	0.9981	0.0512	8.5783	
35.0	733.0	1.2131	0.9949	0.0848	8.5842	1.2131	0.9949	0.0848	8.5842	
35.0	754.0	1.0376	0.9932	0.0838	7.3676	1.0376	0.9932	0.0838	7.3676	
35.0	755.0	0.9976	0.9847	0.121	7.1474	0.9976	0.9847	0.121	7.1474	
35.0	756.0	0.9545	0.9739	0.1521	6.8843	0.9545	0.9739	0.1521	6.8843	
35.0	757.0	0.9186	0.9716	0.1528	6.6331	0.9186	0.9716	0.1528	6.6331	
35.0	809.0	1.1146	0.985	0.1339	7.9805	1.1146	0.985	0.1339	7.9805	
35.0	1021.0	1.0078	0.9996	0.0189	7.0379	1.0078	0.9996	0.0189	7.0379	
36.0	101.0	0.8409	0.9186	0.2436	6.1941	0.8409	0.9186	0.2436	6.1941	
36.0	154.0	1.2595	0.994	0.0949	8.9407	1.2595	0.994	0.0949	8.9407	
36.0	155.0	1.2486	0.9894	0.1258	8.9123	1.2486	0.9894	0.1258	8.9123	
36.0	156.0	1.288	0.9951	0.088	9.1035	1.288	0.9951	0.088	9.1035	
36.0	225.0	1.2302	0.9929	0.1011	8.7043	1.2302	0.9929	0.1011	8.7043	
36.0	247.0	1.1499	0.9871	0.1278	8.2282	1.1499	0.9871	0.1278	8.2282	
36.0	248.0	1.1299	0.9875	0.1236	8.0822	1.1299	0.9875	0.1236	8.0822	
36.0	396.0	1.2792	0.995	0.0883	8.9755	1.2792	0.995	0.0883	8.9755	
36.0	505.0	1.1355	0.9936	0.0888	8.0484	1.1355	0.9936	0.0888	8.0484	
36.0	506.0	1.1355	0.9936	0.0888	8.0484	1.1355	0.9936	0.0888	8.0484	
36.0	543.0	1.1068	0.9892	0.1124	7.8854	1.1068	0.9892	0.1124	7.8854	
36.0	673.0	1.0042	0.9801	0.1394	7.1499	1.0042	0.9801	0.1394	7.1499	
36.0	674.0	0.8853	0.9739	0.1412	6.3817	0.9357	0.9724	0.1534	6.6789	
36.0	675.0	0.9302	0.9856	0.1093	6.3929	0.9585	0.9786	0.1381	6.5594	
36.0	705.0	0.9644	0.9985	0.0369	6.765	0.9644	0.9985	0.0369	6.765	
36.0	733.0	1.2088	0.9951	0.0823	8.5599	1.2088	0.9951	0.0823	8.5599	
36.0	734.0	1.2584	0.9996	0.0234	8.8148	1.2584	0.9996	0.0234	8.8148	
36.0	749.0	1.0708	0.9943	0.079	7.5991	1.0708	0.9943	0.079	7.5991	
36.0	750.0	1.0843	0.9966	0.0618	7.6557	1.0843	0.9966	0.0618	7.6557	
36.0	751.0	1.1208	0.9974	0.0562	7.8077	1.1208	0.9974	0.0562	7.8077	
36.0	752.0	1.1167	0.9976	0.0537	7.7784	1.1167	0.9976	0.0537	7.7784	
36.0	753.0	1.0667	0.995	0.0738	7.5351	1.0667	0.995	0.0738	7.5351	
36.0	754.0	1.0376	0.9932	0.0838	7.3676	1.0376	0.9932	0.0838	7.3676	
36.0	809.0	1.1346	0.9924	0.0967	8.0448	1.1346	0.9924	0.0967	8.0448	
36.0	810.0	1.1346	0.9924	0.0967	8.0448	1.1346	0.9924	0.0967	8.0448	
36.0	1021.0	1.0222	0.9971	0.0537	7.1224	1.0222	0.9971	0.0537	7.1224	
37.0	101.0	0.8017	0.9038	0.2546	5.9848	0.8017	0.9038	0.2546	5.9848	
37.0	102.0	0.8296	0.9313	0.2194	6.1014	0.8296	0.9313	0.2194	6.1014	
37.0	153.0	1.24	0.9938	0.0956	8.8042	1.24	0.9938	0.0956	8.8042	
37.0	154.0	1.2511	0.9958	0.0796	8.8626	1.2511	0.9958	0.0796	8.8626	
37.0	156.0	1.302	0.9978	0.06	9.1059	1.302	0.9978	0.06	9.1059	
37.0	157.0	1.3023	0.9959	0.0812	9.1413	1.3023	0.9959	0.0812	9.1413	
37.0	158.0	1.3485	0.9987	0.048	9.3702	1.3485	0.9987	0.048	9.3702	
37.0	164.0	1.2155	0.9933	0.0973	8.5244	1.2155	0.9933	0.0973	8.5244	
37.0	165.0	1.2003	0.9844	0.1471	8.3576	1.2003	0.9844	0.1471	8.3576	
37.0	166.0	1.2668	0.9499	0.2831	8.5091	1.2668	0.9499	0.2831	8.5091	
37.0	225.0	1.2508	0.9986	0.0462	8.7632	1.2508	0.9986	0.0462	8.7632	
37.0	226.0	1.2367	0.9959	0.0777	8.7373	1.2367	0.9959	0.0777	8.7373	
37.0	245.0	1.1743	0.9973	0.0599	8.2823	1.1743	0.9973	0.0599	8.2823	
37.0	246.0	1.1441	0.9895	0.1145	8.1688	1.1441	0.9895	0.1145	8.1688	
37.0	247.0	1.1527	0.9941	0.0865	8.1586	1.1527	0.9941	0.0865	8.1586	
37.0	395.0	1.336	0.999	0.0412	9.334	1.336	0.999	0.0412	9.334	
37.0	396.0	1.32	0.9997	0.0217	9.2056	1.32	0.9997	0.0217	9.2056	
37.0	506.0	1.113	0.9879	0.1199	7.9633	1.113	0.9879	0.1199	7.9633	
37.0	542.0	1.1178	0.9939	0.085	7.9226	1.1178	0.9939	0.085	7.9226	
37.0	543.0	1.1178	0.9939	0.085	7.9226	1.1178	0.9939	0.085	7.9226	
37.0	672.0	1.0619	0.9819	0.1404	7.5887	1.0619	0.9819	0.1404	7.5887	
37.0	673.0	1.0026	0.9655	0.1846	7.1918	1.0026	0.9655	0.1846	7.1918	
37.0	734.0	1.2194	0.9936	0.0954	8.6443	1.2194	0.9936	0.0954	8.6443	
37.0	747.0	1.06	0.9865	0.1208	7.5622	1.06	0.9865	0.1208	7.5622	
37.0	748.0	1.0383	0.9815	0.1389	7.4633	1.0383	0.9815	0.1389	7.4633	
37.0	749.0	1.0708	0.9943	0.079	7.5991	1.0708	0.9943	0.079	7.5991	
37.0	810.0	1.0882	0.9849	0.1312	7.7922	1.0882	0.9849	0.1312	7.7922	
37.0	1021.0	1.0627	0.9904	0.1018	7.3632	1.0627	0.9904	0.1018	7.3632	
38.0	100.0	0.8153	0.9531	0.176	5.9615	0.8153	0.9531	0.176	5.9615	
38.0	101.0	0.7874	0.9198	0.2263	5.845	0.7874	0.9198	0.2263	5.845	
38.0	151.0	1.2313	0.9958	0.0776	8.66	1.2313	0.9958	0.0776	8.66	
38.0	152.0	1.2169	0.9923	0.1043	8.6559	1.2169	0.9923	0.1043	8.6559	
38.0	153.0	1.2618	0.9966	0.072	8.8575	1.2618	0.9966	0.072	8.8575	
38.0	158.0	1.3429	0.9967	0.0755	9.3197	1.3429	0.9967	0.0755	9.3197	
38.0	159.0	1.3387	0.9929	0.1099	9.3462	1.3387	0.9929	0.1099	9.3462	
38.0	160.0	1.3565	0.9983	0.0543	9.4558	1.3565	0.9983	0.0543	9.4558	
38.0	162.0	1.3102	0.9945	0.0952	9.2065	1.3102	0.9945	0.0952	9.2065	
38.0	163.0	1.2493	0.9894	0.1257	8.8775	1.2493	0.9894	0.1257	8.8775	
38.0	164.0	1.2309	0.9864	0.1405	8.708	1.2309	0.9864	0.1405	8.708	
38.0	226.0	1.2252	0.9958	0.0773	8.67	1.2252	0.9958	0.0773	8.67	
38.0	227.0	1.2705	0.9983	0.0518	8.9064	1.2705	0.9983	0.0518	8.9064	
38.0	243.0	1.1781	0.9973	0.0596	8.2617	1.1781	0.9973	0.0596	8.2617	
38.0	244.0	1.1524	0.9902	0.1114	8.1656	1.1524	0.9902	0.1114	8.1656	
38.0	245.0	1.1647	0.9965	0.0672	8.2253	1.1647	0.9965	0.0672	8.2253	
38.0	395.0	1.3235	0.9978	0.0609	9.3408	1.3235	0.9978	0.0609	9.3408	
38.0	506.0	1.1409	0.9945	0.0828	8.0798	1.1409	0.9945	0.0828	8.0798	
38.0	507.0	1.113	0.9879	0.1199	7.9633	1.113	0.9879	0.1199	7.9633	
38.0	542.0	1.0966	0.9875	0.1201	7.8356	1.0966	0.9875	0.1201	7.8356	
