""
"Test Method","Will_Huddleston_Load_Rate.msm"
"Sample I. D.","900-5-24C.mss"
"Specimen Number","2"

"Load (N)","Time (s)","Extension (mm)"
-18.60,185.560,-0.02423
-18.60,185.580,-0.02423
-18.60,185.600,-0.02423
-18.60,185.620,-0.02423
-18.60,185.640,-0.02423
-18.60,185.660,-0.02427
-18.61,185.680,-0.02427
-18.61,185.700,-0.02427
-18.61,185.720,-0.02427
-18.61,185.740,-0.02427
-18.60,185.760,-0.02427
-18.60,185.780,-0.02427
-18.60,185.800,-0.02427
-18.60,185.820,-0.02427
-18.61,185.840,-0.02427
-18.61,185.860,-0.02427
-18.62,185.880,-0.02427
-18.61,185.900,-0.02427
-18.60,185.920,-0.02427
-18.61,185.940,-0.02427
-18.61,185.960,-0.02427
-18.60,185.980,-0.02427
-18.60,186.000,-0.02427
-18.60,186.020,-0.02427
-18.61,186.040,-0.02427
-18.61,186.060,-0.02427
-18.61,186.080,-0.02427
-18.62,186.100,-0.02427
-18.63,186.120,-0.02427
-18.63,186.140,-0.02432
-18.63,186.160,-0.02432
-18.62,186.180,-0.02432
-18.63,186.200,-0.02432
-18.63,186.220,-0.02432
-18.63,186.240,-0.02432
-18.63,186.260,-0.02432
-18.63,186.280,-0.02432
-18.64,186.300,-0.02432
-18.64,186.320,-0.02432
-18.64,186.340,-0.02432
-18.64,186.360,-0.02432
-18.64,186.380,-0.02432
-18.64,186.400,-0.02432
-18.65,186.420,-0.02432
-18.65,186.440,-0.02432
-18.65,186.460,-0.02432
-18.64,186.480,-0.02432
-18.64,186.500,-0.02432
-18.64,186.520,-0.02432
-18.64,186.540,-0.02432
-18.64,186.560,-0.02432
-18.64,186.580,-0.02432
-18.64,186.600,-0.02436
-18.65,186.620,-0.02436
-18.65,186.640,-0.02436
-18.65,186.660,-0.02436
-18.64,186.680,-0.02436
-18.64,186.700,-0.02436
-18.65,186.720,-0.02436
-18.65,186.740,-0.02436
-18.65,186.760,-0.02436
-18.66,186.780,-0.02436
-18.66,186.800,-0.02436
-18.66,186.820,-0.02436
-18.65,186.840,-0.02436
-18.65,186.860,-0.02436
-18.66,186.880,-0.02436
-18.66,186.900,-0.02436
-18.66,186.920,-0.02436
-18.66,186.940,-0.02436
-18.66,186.960,-0.02436
-18.67,186.980,-0.02436
-18.67,187.000,-0.02436
-18.67,187.020,-0.02436
-18.67,187.040,-0.02436
-18.67,187.060,-0.02440
-18.67,187.080,-0.02440
-18.67,187.100,-0.02440
-18.67,187.120,-0.02440
-18.67,187.140,-0.02440
-18.68,187.160,-0.02440
-18.67,187.180,-0.02440
-18.67,187.200,-0.02440
-18.68,187.220,-0.02440
-18.69,187.240,-0.02440
-18.69,187.260,-0.02440
-18.69,187.280,-0.02440
-18.68,187.300,-0.02440
-18.67,187.320,-0.02440
-18.68,187.340,-0.02440
-18.69,187.360,-0.02440
-18.69,187.380,-0.02440
-18.68,187.400,-0.02440
-18.67,187.420,-0.02440
-18.67,187.440,-0.02440
-18.68,187.460,-0.02440
-18.69,187.480,-0.02440
-18.69,187.500,-0.02440
-18.69,187.520,-0.02444
-18.68,187.540,-0.02444
-18.67,187.560,-0.02444
-18.67,187.580,-0.02444
-18.68,187.600,-0.02444
-18.69,187.620,-0.02444
-18.70,187.640,-0.02444
-18.69,187.660,-0.02444
-18.69,187.680,-0.02444
-18.69,187.700,-0.02444
-18.69,187.720,-0.02444
-18.69,187.740,-0.02444
-18.70,187.760,-0.02444
-18.70,187.780,-0.02444
-18.71,187.800,-0.02444
-18.71,187.820,-0.02444
-18.70,187.840,-0.02444
-18.70,187.860,-0.02444
-18.70,187.880,-0.02444
-18.70,187.900,-0.02444
-18.71,187.920,-0.02444
-18.72,187.940,-0.02444
-18.72,187.960,-0.02448
-18.71,187.980,-0.02448
-18.70,188.000,-0.02448
-18.70,188.020,-0.02448
-18.71,188.040,-0.02448
-18.72,188.060,-0.02448
-18.72,188.080,-0.02448
-18.72,188.100,-0.02448
-18.73,188.120,-0.02448
-18.73,188.140,-0.02448
-18.73,188.160,-0.02448
-18.73,188.180,-0.02448
-18.73,188.200,-0.02448
-18.72,188.220,-0.02448
-18.71,188.240,-0.02448
-18.72,188.260,-0.02448
-18.72,188.280,-0.02448
-18.72,188.300,-0.02448
-18.72,188.320,-0.02448
-18.72,188.340,-0.02448
-18.71,188.360,-0.02448
-18.72,188.380,-0.02448
-18.72,188.400,-0.02452
-18.73,188.420,-0.02452
-18.72,188.440,-0.02452
-18.72,188.460,-0.02452
-18.72,188.480,-0.02452
-18.73,188.500,-0.02452
-18.74,188.520,-0.02452
-18.74,188.540,-0.02452
-18.73,188.560,-0.02452
-18.72,188.580,-0.02452
-18.74,188.600,-0.02452
-18.75,188.620,-0.02452
-18.75,188.640,-0.02452
-18.74,188.660,-0.02452
-18.74,188.680,-0.02452
-18.74,188.700,-0.02452
-18.75,188.720,-0.02452
-18.76,188.740,-0.02452
-18.76,188.760,-0.02452
-18.75,188.780,-0.02452
-18.75,188.800,-0.02452
-18.75,188.820,-0.02452
-18.75,188.840,-0.02452
-18.75,188.860,-0.02456
-18.76,188.880,-0.02456
-18.76,188.900,-0.02456
-18.76,188.920,-0.02456
-18.76,188.940,-0.02456
-18.75,188.960,-0.02456
-18.76,188.980,-0.02456
-18.77,189.000,-0.02456
-18.77,189.020,-0.02456
-18.76,189.040,-0.02456
-18.75,189.060,-0.02456
-18.75,189.080,-0.02456
-18.76,189.100,-0.02456
-18.77,189.120,-0.02456
-18.77,189.140,-0.02456
-18.76,189.160,-0.02456
-18.76,189.180,-0.02456
-18.77,189.200,-0.02456
-18.78,189.220,-0.02456
-18.78,189.240,-0.02456
-18.77,189.260,-0.02456
-18.77,189.280,-0.02456
-18.77,189.300,-0.02461
-18.78,189.320,-0.02461
-18.78,189.340,-0.02461
-18.78,189.360,-0.02461
-18.79,189.380,-0.02461
-18.79,189.400,-0.02461
-18.79,189.420,-0.02461
-18.79,189.440,-0.02461
-18.79,189.460,-0.02461
-18.79,189.480,-0.02461
-18.79,189.500,-0.02461
-18.78,189.520,-0.02461
-18.78,189.540,-0.02461
-18.79,189.560,-0.02461
-18.79,189.580,-0.02461
-18.79,189.600,-0.02461
-18.78,189.620,-0.02461
-18.78,189.640,-0.02461
-18.78,189.660,-0.02461
-18.79,189.680,-0.02461
-18.79,189.700,-0.02461
-18.79,189.720,-0.02461
-18.79,189.740,-0.02461
-18.79,189.760,-0.02461
-18.79,189.780,-0.02461
-18.80,189.800,-0.02465
-18.80,189.820,-0.02465
-18.80,189.840,-0.02465
-18.80,189.860,-0.02465
-18.79,189.880,-0.02465
-18.79,189.900,-0.02465
-18.80,189.920,-0.02465
-18.79,189.940,-0.02465
-18.79,189.960,-0.02465
-18.79,189.980,-0.02465
-18.79,190.000,-0.02465
-18.80,190.020,-0.02465
-18.80,190.040,-0.02465
-18.80,190.060,-0.02465
-18.81,190.080,-0.02465
-18.81,190.100,-0.02465
-18.82,190.120,-0.02465
-18.82,190.140,-0.02465
-18.82,190.160,-0.02465
-18.81,190.180,-0.02465
-18.81,190.200,-0.02465
-18.81,190.220,-0.02465
-18.81,190.240,-0.02465
-18.82,190.260,-0.02469
-18.82,190.280,-0.02469
-18.82,190.300,-0.02469
-18.82,190.320,-0.02469
-18.82,190.340,-0.02469
-18.81,190.360,-0.02469
-18.82,190.380,-0.02469
-18.82,190.400,-0.02469
-18.82,190.420,-0.02469
-18.82,190.440,-0.02469
-18.82,190.460,-0.02469
-18.82,190.480,-0.02469
-18.82,190.500,-0.02469
-18.82,190.520,-0.02469
-18.82,190.540,-0.02469
-18.83,190.560,-0.02469
-18.83,190.580,-0.02469
-18.84,190.600,-0.02469
-18.84,190.620,-0.02469
-18.84,190.640,-0.02469
-18.83,190.660,-0.02469
-18.83,190.680,-0.02469
-18.82,190.700,-0.02473
-18.83,190.720,-0.02473
-18.83,190.740,-0.02473
-18.85,190.760,-0.02473
-18.85,190.780,-0.02473
-18.85,190.800,-0.02473
-18.85,190.820,-0.02473
-18.85,190.840,-0.02473
-18.86,190.860,-0.02473
-18.86,190.880,-0.02473
-18.86,190.900,-0.02473
-18.85,190.920,-0.02473
-18.85,190.940,-0.02473
-18.85,190.960,-0.02473
-18.86,190.980,-0.02473
-18.87,191.000,-0.02473
-18.86,191.020,-0.02473
-18.85,191.040,-0.02473
-18.85,191.060,-0.02473
-18.86,191.080,-0.02473
-18.87,191.100,-0.02473
-18.87,191.120,-0.02473
-18.86,191.140,-0.02477
-18.86,191.160,-0.02477
-18.86,191.180,-0.02477
-18.87,191.200,-0.02477
-18.86,191.220,-0.02477
-18.87,191.240,-0.02477
-18.87,191.260,-0.02477
-18.87,191.280,-0.02477
-18.87,191.300,-0.02477
-18.87,191.320,-0.02477
-18.87,191.340,-0.02477
-18.87,191.360,-0.02477
-18.87,191.380,-0.02477
-18.87,191.400,-0.02477
-18.88,191.420,-0.02477
-18.88,191.440,-0.02477
-18.88,191.460,-0.02477
-18.87,191.480,-0.02477
-18.88,191.500,-0.02477
-18.88,191.520,-0.02477
-18.88,191.540,-0.02477
-18.88,191.560,-0.02477
-18.87,191.580,-0.02481
-18.87,191.600,-0.02481
-18.88,191.620,-0.02481
-18.88,191.640,-0.02481
-18.89,191.660,-0.02481
-18.90,191.680,-0.02481
-18.91,191.700,-0.02481
-18.91,191.720,-0.02481
-18.90,191.740,-0.02481
-18.89,191.760,-0.02481
-18.89,191.780,-0.02481
-18.89,191.800,-0.02481
-18.90,191.820,-0.02481
-18.90,191.840,-0.02481
-18.90,191.860,-0.02481
-18.90,191.880,-0.02481
-18.90,191.900,-0.02481
-18.90,191.920,-0.02481
-18.91,191.940,-0.02481
-18.91,191.960,-0.02481
-18.91,191.980,-0.02481
-18.91,192.000,-0.02486
-18.92,192.020,-0.02486
-18.92,192.040,-0.02486
-18.92,192.060,-0.02486
-18.92,192.080,-0.02486
-18.91,192.100,-0.02486
-18.91,192.120,-0.02486
-18.91,192.140,-0.02486
-18.90,192.160,-0.02486
-18.91,192.180,-0.02486
-18.91,192.200,-0.02486
-18.91,192.220,-0.02486
-18.91,192.240,-0.02486
-18.90,192.260,-0.02486
-18.90,192.280,-0.02486
-18.90,192.300,-0.02486
-18.90,192.320,-0.02486
-18.90,192.340,-0.02486
-18.91,192.360,-0.02486
-18.91,192.380,-0.02486
-18.92,192.400,-0.02486
-18.92,192.420,-0.02486
-18.92,192.440,-0.02486
-18.92,192.460,-0.02490
-18.92,192.480,-0.02490
-18.93,192.500,-0.02490
-18.93,192.520,-0.02490
-18.93,192.540,-0.02490
-18.94,192.560,-0.02490
-18.95,192.580,-0.02490
-18.94,192.600,-0.02490
-18.94,192.620,-0.02490
-18.94,192.640,-0.02490
-18.94,192.660,-0.02490
-18.94,192.680,-0.02490
-18.94,192.700,-0.02490
-18.93,192.720,-0.02490
-18.94,192.740,-0.02490
-18.94,192.760,-0.02490
-18.94,192.780,-0.02490
-18.94,192.800,-0.02490
-18.94,192.820,-0.02490
-18.94,192.840,-0.02490
-18.94,192.860,-0.02490
-18.95,192.880,-0.02494
-18.95,192.900,-0.02494
-18.95,192.920,-0.02494
-18.95,192.940,-0.02494
-18.96,192.960,-0.02494
-18.95,192.980,-0.02494
-18.95,193.000,-0.02494
-18.95,193.020,-0.02494
-18.95,193.040,-0.02494
-18.95,193.060,-0.02494
-18.96,193.080,-0.02494
-18.96,193.100,-0.02494
-18.95,193.120,-0.02494
-18.95,193.140,-0.02494
-18.95,193.160,-0.02494
-18.96,193.180,-0.02494
-18.97,193.200,-0.02494
-18.97,193.220,-0.02494
-18.97,193.240,-0.02494
-18.97,193.260,-0.02494
-18.97,193.280,-0.02494
-18.97,193.300,-0.02494
-18.97,193.320,-0.02494
-18.97,193.340,-0.02494
-18.97,193.360,-0.02498
-18.97,193.380,-0.02498
-18.98,193.400,-0.02498
-18.98,193.420,-0.02498
-18.98,193.440,-0.02498
-18.98,193.460,-0.02498
-18.98,193.480,-0.02498
-18.98,193.500,-0.02498
-18.98,193.520,-0.02498
-18.98,193.540,-0.02498
-18.99,193.560,-0.02498
-18.99,193.580,-0.02498
-18.99,193.600,-0.02498
-18.99,193.620,-0.02498
-18.98,193.640,-0.02498
-18.99,193.660,-0.02498
-18.99,193.680,-0.02498
-18.99,193.700,-0.02498
-18.98,193.720,-0.02498
-18.97,193.740,-0.02498
-18.97,193.760,-0.02498
-18.99,193.780,-0.02498
-19.00,193.800,-0.02502
-19.00,193.820,-0.02502
-19.00,193.840,-0.02502
-19.00,193.860,-0.02502
-19.00,193.880,-0.02502
-19.00,193.900,-0.02502
-19.00,193.920,-0.02502
-19.00,193.940,-0.02502
-19.00,193.960,-0.02502
-19.00,193.980,-0.02502
-19.01,194.000,-0.02502
-19.01,194.020,-0.02502
-19.01,194.040,-0.02502
-19.00,194.060,-0.02502
-19.00,194.080,-0.02502
-19.01,194.100,-0.02502
-19.00,194.120,-0.02502
-19.00,194.140,-0.02502
-19.00,194.160,-0.02502
-19.01,194.180,-0.02502
-19.02,194.200,-0.02502
-19.01,194.220,-0.02506
-19.01,194.240,-0.02506
-19.01,194.260,-0.02506
-19.01,194.280,-0.02506
-19.01,194.300,-0.02506
-19.01,194.320,-0.02506
-19.02,194.340,-0.02506
-19.02,194.360,-0.02506
-19.02,194.380,-0.02506
-19.02,194.400,-0.02506
-19.02,194.420,-0.02506
-19.03,194.440,-0.02506
-19.02,194.460,-0.02506
-19.02,194.480,-0.02506
-19.02,194.500,-0.02506
-19.02,194.520,-0.02506
-19.02,194.540,-0.02506
-19.03,194.560,-0.02506
-19.03,194.580,-0.02506
-19.04,194.600,-0.02506
-19.04,194.620,-0.02506
-19.05,194.640,-0.02506
-19.04,194.660,-0.02510
-19.03,194.680,-0.02510
-19.03,194.700,-0.02510
-19.03,194.720,-0.02510
-19.04,194.740,-0.02510
-19.04,194.760,-0.02510
-19.03,194.780,-0.02510
-19.03,194.800,-0.02510
-19.03,194.820,-0.02510
-19.04,194.840,-0.02510
-19.05,194.860,-0.02510
-19.04,194.880,-0.02510
-19.03,194.900,-0.02510
-19.02,194.920,-0.02510
-19.03,194.940,-0.02510
-19.03,194.960,-0.02510
-19.04,194.980,-0.02510
-19.04,195.000,-0.02510
-19.05,195.020,-0.02510
-19.04,195.040,-0.02510
-19.04,195.060,-0.02510
-19.04,195.080,-0.02515
-19.05,195.100,-0.02515
-19.04,195.120,-0.02515
-19.04,195.140,-0.02515
-19.04,195.160,-0.02515
-19.04,195.180,-0.02515
-19.05,195.200,-0.02515
-19.06,195.220,-0.02515
-19.06,195.240,-0.02515
-19.06,195.260,-0.02515
-19.06,195.280,-0.02515
-19.06,195.300,-0.02515
-19.06,195.320,-0.02515
-19.06,195.340,-0.02515
-19.05,195.360,-0.02515
-19.05,195.380,-0.02515
-19.06,195.400,-0.02515
-19.07,195.420,-0.02515
-19.07,195.440,-0.02515
-19.07,195.460,-0.02519
-19.07,195.480,-0.02519
-19.06,195.500,-0.02519
-19.06,195.520,-0.02519
-19.06,195.540,-0.02519
-19.07,195.560,-0.02519
-19.06,195.580,-0.02519
-19.06,195.600,-0.02519
-19.06,195.620,-0.02519
-19.07,195.640,-0.02519
-19.07,195.660,-0.02519
-19.08,195.680,-0.02519
-19.08,195.700,-0.02519
-19.07,195.720,-0.02519
-19.07,195.740,-0.02519
-19.07,195.760,-0.02519
-19.08,195.780,-0.02519
-19.08,195.800,-0.02519
-19.08,195.820,-0.02519
-19.08,195.840,-0.02519
-19.08,195.860,-0.02519
-19.08,195.880,-0.02519
-19.08,195.900,-0.02519
-19.08,195.920,-0.02523
-19.08,195.940,-0.02523
-19.09,195.960,-0.02523
-19.09,195.980,-0.02523
-19.09,196.000,-0.02523
-19.09,196.020,-0.02523
-19.09,196.040,-0.02523
-19.08,196.060,-0.02523
-19.08,196.080,-0.02523
-19.08,196.100,-0.02523
-19.08,196.120,-0.02523
-19.08,196.140,-0.02523
-19.07,196.160,-0.02523
-19.08,196.180,-0.02523
-19.08,196.200,-0.02523
-19.08,196.220,-0.02523
-19.09,196.240,-0.02523
-19.10,196.260,-0.02523
-19.10,196.280,-0.02523
-19.10,196.300,-0.02523
-19.09,196.320,-0.02523
-19.09,196.340,-0.02523
-19.10,196.360,-0.02527
-19.10,196.380,-0.02527
-19.09,196.400,-0.02527
-19.09,196.420,-0.02527
-19.09,196.440,-0.02527
-19.10,196.460,-0.02527
-19.10,196.480,-0.02527
-19.10,196.500,-0.02527
-19.09,196.520,-0.02527
-19.09,196.540,-0.02527
-19.09,196.560,-0.02527
-19.10,196.580,-0.02527
-19.11,196.600,-0.02527
-19.11,196.620,-0.02527
-19.11,196.640,-0.02527
-19.10,196.660,-0.02527
-19.10,196.680,-0.02527
-19.10,196.700,-0.02527
-19.10,196.720,-0.02527
-19.10,196.740,-0.02527
-19.10,196.760,-0.02527
-19.10,196.780,-0.02531
-19.11,196.800,-0.02531
-19.11,196.820,-0.02531
-19.12,196.840,-0.02531
-19.12,196.860,-0.02531
-19.12,196.880,-0.02531
-19.11,196.900,-0.02531
-19.11,196.920,-0.02531
-19.11,196.940,-0.02531
-19.11,196.960,-0.02531
-19.12,196.980,-0.02531
-19.12,197.000,-0.02531
-19.12,197.020,-0.02531
-19.11,197.040,-0.02531
-19.11,197.060,-0.02531
-19.12,197.080,-0.02531
-19.12,197.100,-0.02531
-19.13,197.120,-0.02531
-19.12,197.140,-0.02531
-19.12,197.160,-0.02531
-19.12,197.180,-0.02531
-19.13,197.200,-0.02531
-19.14,197.220,-0.02535
-19.14,197.240,-0.02535
-19.13,197.260,-0.02535
-19.13,197.280,-0.02535
-19.13,197.300,-0.02535
-19.14,197.320,-0.02535
-19.14,197.340,-0.02535
-19.13,197.360,-0.02535
-19.13,197.380,-0.02535
-19.14,197.400,-0.02535
-19.14,197.420,-0.02535
-19.14,197.440,-0.02535
-19.13,197.460,-0.02535
-19.13,197.480,-0.02535
-19.14,197.500,-0.02535
-19.14,197.520,-0.02535
-19.15,197.540,-0.02535
-19.15,197.560,-0.02535
-19.14,197.580,-0.02535
-19.14,197.600,-0.02535
-19.15,197.620,-0.02540
-19.16,197.640,-0.02540
-19.16,197.660,-0.02540
-19.16,197.680,-0.02540
-19.16,197.700,-0.02540
-19.16,197.720,-0.02540
-19.16,197.740,-0.02540
-19.16,197.760,-0.02540
-19.16,197.780,-0.02540
-19.15,197.800,-0.02540
-19.16,197.820,-0.02540
-19.15,197.840,-0.02540
-19.15,197.860,-0.02540
-19.16,197.880,-0.02540
-19.17,197.900,-0.02540
-19.16,197.920,-0.02540
-19.16,197.940,-0.02540
-19.16,197.960,-0.02540
-19.16,197.980,-0.02540
-19.16,198.000,-0.02540
-19.16,198.020,-0.02540
-19.16,198.040,-0.02540
-19.16,198.060,-0.02544
-19.16,198.080,-0.02544
-19.17,198.100,-0.02544
-19.17,198.120,-0.02544
-19.18,198.140,-0.02544
-19.18,198.160,-0.02544
-19.18,198.180,-0.02544
-19.18,198.200,-0.02544
-19.18,198.220,-0.02544
-19.18,198.240,-0.02544
-19.19,198.260,-0.02544
-19.18,198.280,-0.02544
-19.18,198.300,-0.02544
-19.18,198.320,-0.02544
-19.18,198.340,-0.02544
-19.18,198.360,-0.02544
-19.18,198.380,-0.02544
-19.18,198.400,-0.02544
-19.18,198.420,-0.02544
-19.18,198.440,-0.02544
-19.19,198.460,-0.02544
-19.19,198.480,-0.02548
-19.19,198.500,-0.02548
-19.18,198.520,-0.02548
-19.19,198.540,-0.02548
-19.20,198.560,-0.02548
-19.20,198.580,-0.02548
-19.19,198.600,-0.02548
-19.19,198.620,-0.02548
-19.19,198.640,-0.02548
-19.20,198.660,-0.02548
-19.20,198.680,-0.02548
-19.20,198.700,-0.02548
-19.20,198.720,-0.02548
-19.20,198.740,-0.02548
-19.21,198.760,-0.02548
-19.21,198.780,-0.02548
-19.20,198.800,-0.02548
-19.19,198.820,-0.02548
-19.19,198.840,-0.02548
-19.20,198.860,-0.02548
-19.21,198.880,-0.02552
-19.21,198.900,-0.02552
-19.21,198.920,-0.02552
-19.21,198.940,-0.02552
-19.22,198.960,-0.02552
-19.22,198.980,-0.02552
-19.22,199.000,-0.02552
-19.21,199.020,-0.02552
-19.21,199.040,-0.02552
-19.22,199.060,-0.02552
-19.22,199.080,-0.02552
-19.21,199.100,-0.02552
-19.21,199.120,-0.02552
-19.22,199.140,-0.02552
-19.23,199.160,-0.02552
-19.24,199.180,-0.02552
-19.24,199.200,-0.02552
-19.23,199.220,-0.02552
-19.22,199.240,-0.02552
-19.22,199.260,-0.02552
-19.23,199.280,-0.02552
-19.23,199.300,-0.02552
-19.23,199.320,-0.02556
-19.23,199.340,-0.02556
-19.23,199.360,-0.02556
-19.23,199.380,-0.02556
-19.23,199.400,-0.02556
-19.23,199.420,-0.02556
-19.23,199.440,-0.02556
-19.23,199.460,-0.02556
-19.24,199.480,-0.02556
-19.24,199.500,-0.02556
-19.24,199.520,-0.02556
-19.24,199.540,-0.02556
-19.24,199.560,-0.02556
-19.24,199.580,-0.02556
-19.24,199.600,-0.02556
-19.24,199.620,-0.02556
-19.24,199.640,-0.02556
-19.24,199.660,-0.02556
-19.24,199.680,-0.02556
-19.23,199.700,-0.02556
-19.23,199.720,-0.02556
-19.23,199.740,-0.02560
-19.24,199.760,-0.02560
-19.23,199.780,-0.02560
-19.22,199.800,-0.02560
-19.21,199.820,-0.02560
-19.16,199.840,-0.02560
-19.10,199.860,-0.02560
-19.05,199.880,-0.02560
-19.02,199.900,-0.02560
-19.00,199.920,-0.02560
-18.98,199.940,-0.02560
-18.97,199.960,-0.02560
-18.96,199.980,-0.02560
-18.95,200.000,-0.02560
-18.94,200.020,-0.02560
-18.93,200.040,-0.02560
-18.92,200.060,-0.02560
-18.90,200.080,-0.02560
-18.89,200.100,-0.02560
-18.89,200.120,-0.02560
-18.89,200.140,-0.02560
-18.88,200.160,-0.02560
-18.86,200.180,-0.02565
-18.86,200.200,-0.02565
-18.85,200.220,-0.02565
-18.85,200.240,-0.02565
-18.84,200.260,-0.02565
-18.82,200.280,-0.02565
-18.81,200.300,-0.02565
-18.79,200.320,-0.02565
-18.78,200.340,-0.02565
-18.78,200.360,-0.02565
-18.78,200.380,-0.02565
-18.77,200.400,-0.02565
-18.76,200.420,-0.02565
-18.75,200.440,-0.02565
-18.74,200.460,-0.02565
-18.72,200.480,-0.02565
-18.71,200.500,-0.02565
-18.70,200.520,-0.02565
-18.69,200.540,-0.02565
-18.68,200.560,-0.02565
-18.66,200.580,-0.02565
-18.64,200.600,-0.02569
-18.60,200.620,-0.02569
-18.50,200.640,-0.02569
-16.77,200.660,-0.02569
-11.59,200.680,-0.02569
-6.53,200.700,-0.02569
-4.66,200.720,-0.02569
-5.24,200.740,-0.02569
-6.13,200.760,-0.02569
-6.34,200.780,-0.02569
-6.11,200.800,-0.02569
-5.93,200.820,-0.02569
-5.92,200.840,-0.02569
-5.98,200.860,-0.02569
-6.01,200.880,-0.02569
-6.00,200.900,-0.02569
-6.00,200.920,-0.02569
-6.01,200.940,-0.02569
-6.02,200.960,-0.02569
-6.02,200.980,-0.02569
-6.02,201.000,-0.02569
-6.03,201.020,-0.02573
-6.03,201.040,-0.02573
-6.04,201.060,-0.02573
-6.04,201.080,-0.02573
-6.04,201.100,-0.02573
-6.03,201.120,-0.02573
-6.04,201.140,-0.02573
-6.05,201.160,-0.02573
-6.06,201.180,-0.02573
-6.06,201.200,-0.02573
-6.06,201.220,-0.02573
-6.06,201.240,-0.02573
-6.07,201.260,-0.02573
-6.07,201.280,-0.02573
-6.07,201.300,-0.02573
-6.07,201.320,-0.02573
-6.07,201.340,-0.02573
-6.07,201.360,-0.02573
-6.06,201.380,-0.02573
-6.06,201.400,-0.02573
-6.07,201.420,-0.02577
-6.07,201.440,-0.02577
-6.08,201.460,-0.02577
-6.08,201.480,-0.02577
-6.08,201.500,-0.02577
-6.09,201.520,-0.02577
-6.10,201.540,-0.02577
-6.10,201.560,-0.02577
-6.10,201.580,-0.02577
-6.09,201.600,-0.02577
-6.09,201.620,-0.02577
-6.09,201.640,-0.02577
-6.10,201.660,-0.02577
-6.11,201.680,-0.02577
-6.11,201.700,-0.02577
-6.11,201.720,-0.02577
-6.10,201.740,-0.02577
-6.11,201.760,-0.02577
-6.11,201.780,-0.02577
-6.11,201.800,-0.02577
-6.11,201.820,-0.02581
-6.12,201.840,-0.02581
-6.12,201.860,-0.02581
-6.12,201.880,-0.02581
-6.12,201.900,-0.02581
-6.12,201.920,-0.02581
-6.11,201.940,-0.02581
-6.11,201.960,-0.02581
-6.12,201.980,-0.02581
-6.13,202.000,-0.02581
-6.13,202.020,-0.02581
-6.12,202.040,-0.02581
-6.13,202.060,-0.02581
-6.13,202.080,-0.02581
-6.14,202.100,-0.02581
-6.14,202.120,-0.02581
-6.15,202.140,-0.02581
-6.15,202.160,-0.02581
-6.14,202.180,-0.02581
-6.14,202.200,-0.02585
-6.15,202.220,-0.02585
-6.16,202.240,-0.02585
-6.16,202.260,-0.02585
-6.15,202.280,-0.02585
-6.14,202.300,-0.02585
-6.14,202.320,-0.02585
-6.15,202.340,-0.02585
-6.16,202.360,-0.02585
-6.16,202.380,-0.02585
-6.16,202.400,-0.02585
-6.16,202.420,-0.02585
-6.16,202.440,-0.02585
-6.16,202.460,-0.02585
-6.16,202.480,-0.02585
-6.17,202.500,-0.02585
-6.17,202.520,-0.02585
-6.18,202.540,-0.02585
-6.17,202.560,-0.02585
-6.17,202.580,-0.02585
-6.17,202.600,-0.02585
-6.17,202.620,-0.02589
-6.17,202.640,-0.02589
-6.18,202.660,-0.02589
-6.18,202.680,-0.02589
-6.18,202.700,-0.02589
-6.18,202.720,-0.02589
-6.17,202.740,-0.02589
-6.17,202.760,-0.02589
-6.18,202.780,-0.02589
-6.19,202.800,-0.02589
-6.19,202.820,-0.02589
-6.18,202.840,-0.02589
-6.19,202.860,-0.02589
-6.19,202.880,-0.02589
-6.20,202.900,-0.02589
-6.20,202.920,-0.02589
-6.19,202.940,-0.02589
-6.19,202.960,-0.02589
-6.19,202.980,-0.02589
-6.19,203.000,-0.02589
-6.19,203.020,-0.02594
-6.20,203.040,-0.02594
-6.20,203.060,-0.02594
-6.20,203.080,-0.02594
-6.20,203.100,-0.02594
-6.21,203.120,-0.02594
-6.21,203.140,-0.02594
-6.21,203.160,-0.02594
-6.21,203.180,-0.02594
-6.21,203.200,-0.02594
-6.21,203.220,-0.02594
-6.20,203.240,-0.02594
-6.20,203.260,-0.02594
-6.21,203.280,-0.02594
-6.22,203.300,-0.02594
-6.23,203.320,-0.02594
-6.22,203.340,-0.02594
-6.22,203.360,-0.02594
-6.22,203.380,-0.02594
-6.22,203.400,-0.02594
-6.22,203.420,-0.02594
-6.22,203.440,-0.02598
-6.22,203.460,-0.02598
-6.22,203.480,-0.02598
-6.22,203.500,-0.02598
-6.22,203.520,-0.02598
-6.23,203.540,-0.02598
-6.23,203.560,-0.02598
-6.24,203.580,-0.02598
-6.24,203.600,-0.02598
-6.24,203.620,-0.02598
-6.24,203.640,-0.02598
-6.25,203.660,-0.02598
-6.26,203.680,-0.02598
-6.26,203.700,-0.02598
-6.26,203.720,-0.02598
-6.26,203.740,-0.02598
-6.26,203.760,-0.02598
-6.26,203.780,-0.02598
-6.26,203.800,-0.02598
-6.26,203.820,-0.02602
-6.25,203.840,-0.02602
-6.25,203.860,-0.02602
-6.26,203.880,-0.02602
-6.26,203.900,-0.02602
-6.26,203.920,-0.02602
-6.26,203.940,-0.02602
-6.26,203.960,-0.02602
-6.26,203.980,-0.02602
-6.26,204.000,-0.02602
-6.26,204.020,-0.02602
-6.26,204.040,-0.02602
-6.27,204.060,-0.02602
-6.27,204.080,-0.02602
